AFR_T,LFR_T,BFR_T,D5_T,D10_T,D50_T,D90_T,AFR_V1,LFR_V1,BFR_V1,D5_V1,D10_V1,D50_V1,D90_V1,AFR_V2,LFR_V2,BFR_V2,D5_V2,D10_V2,D50_V2,D90_V2,AFR_V3,LFR_V3,BFR_V3,D5_V3,D10_V3,D50_V3,D90_V3
2.9376266,11.750506,1.9584177,8.204359,11.050928,41.181328,714.758,3.427231,13.708924,3.9168353,8.546779,12.110409,46.962864,755.9419,3.427231,13.708924,5.875253,8.96634,13.393509,55.42122,779.9326,4.896044,19.584177,1.9584177,8.01234,10.465692,37.878506,653.16345
2.907295,11.62918,1.9381964,8.204325,11.050822,41.18075,714.7519,3.391844,13.567376,3.8763928,8.546721,12.110232,46.961857,755.9373,3.391844,13.567376,5.81459,8.966252,13.393244,55.41919,779.9291,4.8454914,19.381966,1.9381964,8.012319,10.465629,37.87814,653.1513
2.877979,11.511916,1.9186527,8.204322,11.050814,41.180702,714.75146,3.3576422,13.430569,3.837305,8.546719,12.110222,46.961796,755.93713,3.3576422,13.430569,5.755958,8.966249,13.393234,55.419113,779.929,4.796632,19.186527,1.9186527,8.012316,10.465623,37.8781,653.15015
2.8500001,11.400001,1.9,8.204351,11.050905,41.181202,714.7569,3.325,13.3,3.7999997,8.546771,12.110383,46.962715,755.94135,3.325,13.3,5.7000003,8.966332,13.393487,55.42105,779.93243,4.75,19,1.9,8.012334,10.465674,37.878403,653.16034
2.8236644,11.294658,1.8824431,8.204414,11.051099,41.182262,714.7683,3.294275,13.1771,3.7648861,8.54688,12.11072,46.964634,755.95013,3.294275,13.1771,5.647329,8.966504,13.394007,55.425045,779.9395,4.7061076,18.82443,1.8824431,8.012371,10.465785,37.87905,653.1821
2.7992609,11.197043,1.866174,8.20451,11.051395,41.18389,714.78577,3.2658043,13.063217,3.732348,8.547047,12.111233,46.967564,755.9635,3.2658043,13.063217,5.5985217,8.966764,13.394797,55.43111,779.9502,4.665435,18.66174,1.866174,8.012428,10.465956,37.88005,653.21564
2.7770565,11.108226,1.851371,8.204638,11.051795,41.186077,714.80927,3.2398994,12.959598,3.702742,8.547271,12.111921,46.971493,755.98145,3.2398994,12.959598,5.554113,8.967113,13.395857,55.439236,779.96454,4.6284275,18.51371,1.851371,8.012506,10.466187,37.881397,653.2607
2.757295,11.02918,1.8381968,8.204799,11.052295,41.188812,714.83856,3.216844,12.867376,3.676393,8.547549,12.112782,46.9764,756.0038,3.216844,12.867376,5.51459,8.967548,13.397178,55.44938,779.98236,4.5954914,18.381966,1.8381968,8.012603,10.466475,37.883083,653.3171
2.7401922,10.960769,1.826795,8.20499,11.052892,41.192078,714.87354,3.196891,12.787564,3.65359,8.547883,12.113807,46.98225,756.0304,3.196891,12.787564,5.4803843,8.968066,13.398751,55.461464,780.0036,4.5669875,18.267948,1.826795,8.012718,10.466819,37.885098,653.3844
2.7259364,10.903746,1.8172908,8.205212,11.053579,41.195843,714.9138,3.1802592,12.721037,3.6345816,8.548266,12.114988,46.988995,756.06104,3.1802592,12.721037,5.451873,8.968662,13.400562,55.47538,780.028,4.543227,18.17291,1.8172908,8.012852,10.4672165,37.88742,653.46185
2.714683,10.858732,1.8097887,8.20546,11.054351,41.200066,714.959,3.1671302,12.668521,3.6195774,8.5486965,12.116313,46.996555,756.09534,3.1671302,12.668521,5.429366,8.969331,13.402591,55.490982,780.05536,4.5244718,18.097887,1.8097887,8.013001,10.467663,37.89003,653.5487
2.7065556,10.826222,1.8043704,8.205732,11.055197,41.204697,715.0084,3.1576483,12.630593,3.6087408,8.549169,12.117764,47.00485,756.13293,3.1576483,12.630593,5.4131117,8.970063,13.404815,55.508087,780.08527,4.510926,18.043703,1.8043704,8.013166,10.468152,37.89289,653.64386
2.7016435,10.806574,1.8010956,8.206025,11.056107,41.20968,715.0616,3.1519172,12.607669,3.6021912,8.549675,12.119326,47.013763,756.1733,3.1519172,12.607669,5.403287,8.97085,13.407205,55.526485,780.1174,4.5027394,18.010956,1.8010956,8.013343,10.468678,37.89597,653.7461
2.7,10.8,1.8,8.206334,11.057069,41.214943,715.1177,3.15,12.6,3.6,8.550211,12.120975,47.02319,756.2159,3.15,12.6,5.4,8.971682,13.409729,55.54593,780.15125,4.5,18,1.8,8.013531,10.469236,37.899227,653.85406
2.7016435,10.806574,1.8010956,8.206656,11.058069,41.22042,715.176,3.1519172,12.607669,3.6021912,8.550768,12.122689,47.032993,756.26013,3.1519172,12.607669,5.403287,8.972546,13.4123535,55.56616,780.18646,4.5027394,18.010956,1.8010956,8.013725,10.469816,37.902615,653.9661
2.7065556,10.826222,1.8043704,8.206985,11.059094,41.22603,715.23566,3.1576483,12.630593,3.6087408,8.551338,12.124446,47.043037,756.30536,3.1576483,12.630593,5.4131117,8.973431,13.41504,55.58688,780.2224,4.510926,18.043703,1.8043704,8.013925,10.47041,37.906086,654.0808
2.714683,10.858732,1.8097887,8.207319,11.060129,41.231693,715.2958,3.1671302,12.668521,3.6195774,8.551914,12.126218,47.053173,756.35095,3.1671302,12.668521,5.429366,8.974323,13.417749,55.607796,780.25867,4.5244718,18.097887,1.8097887,8.014127,10.47101,37.90959,654.1964
2.7259364,10.903746,1.8172908,8.20765,11.061158,41.237328,715.3555,3.1802592,12.721037,3.6345816,8.552486,12.127979,47.06326,756.39624,3.1802592,12.721037,5.451873,8.97521,13.420444,55.62861,780.2946,4.543227,18.17291,1.8172908,8.014327,10.471607,37.913082,654.3112
2.7401922,10.960769,1.826795,8.207974,11.062167,41.242847,715.41406,3.196891,12.787564,3.65359,8.553047,12.129706,47.073143,756.44055,3.196891,12.787564,5.4803843,8.976079,13.423082,55.649006,780.32983,4.5669875,18.267948,1.826795,8.0145235,10.472193,37.916504,654.4235
2.757295,11.02918,1.8381968,8.208288,11.063142,41.24818,715.4705,3.216844,12.867376,3.676393,8.553589,12.131372,47.082684,756.48334,3.216844,12.867376,5.51459,8.976918,13.425629,55.6687,780.3638,4.5954914,18.381966,1.8381968,8.014713,10.472758,37.919807,654.53186
2.7770565,11.108226,1.851371,8.208586,11.064068,41.253246,715.5241,3.2398994,12.959598,3.702742,8.554103,12.132956,47.09175,756.52386,3.2398994,12.959598,5.554113,8.977715,13.428046,55.68742,780.39594,4.6284275,18.51371,1.851371,8.0148945,10.473296,37.922947,654.63464
2.7992609,11.197043,1.866174,8.208864,11.064933,41.25798,715.5741,3.2658043,13.063217,3.732348,8.554584,12.134434,47.100224,756.56165,3.2658043,13.063217,5.5985217,8.978458,13.430304,55.704903,780.4259,4.665435,18.66174,1.866174,8.015063,10.473799,37.925884,654.7306
2.8236644,11.294658,1.8824431,8.209119,11.065726,41.26232,715.61993,3.294275,13.1771,3.7648861,8.555023,12.135788,47.107986,756.5963,3.294275,13.1771,5.647329,8.979139,13.432371,55.720924,780.45337,4.7061076,18.82443,1.8824431,8.015218,10.474259,37.928577,654.8184
2.8500001,11.400001,1.9,8.209348,11.066438,41.266216,715.66095,3.325,13.3,3.7999997,8.555418,12.137003,47.114952,756.6273,3.325,13.3,5.7000003,8.97975,13.434224,55.735294,780.47797,4.75,19,1.9,8.015357,10.474673,37.930992,654.89716
2.877979,11.511916,1.9186527,8.209548,11.06706,41.269623,715.69684,3.3576422,13.430569,3.837305,8.555763,12.138064,47.12104,756.65436,3.3576422,13.430569,5.755958,8.980283,13.4358425,55.747852,780.4994,4.796632,19.186527,1.9186527,8.015479,10.475036,37.93311,654.966
2.907295,11.62918,1.9381964,8.209718,11.067588,41.272507,715.72723,3.391844,13.567376,3.8763928,8.556055,12.138963,47.126194,756.6773,3.391844,13.567376,5.81459,8.980734,13.437211,55.758476,780.5175,4.8454914,19.381966,1.9381964,8.015582,10.475343,37.934902,655.0243
2.9376266,11.750506,1.9584177,8.209856,11.068015,41.27485,715.75183,3.427231,13.708924,3.9168353,8.556292,12.13969,47.13037,756.6958,3.427231,13.708924,5.875253,8.981098,13.438319,55.767075,780.53217,4.896044,19.584177,1.9584177,8.015666,10.475593,37.93636,655.07153
2.9686415,11.874566,1.9790943,8.20996,11.068341,41.27663,715.77057,3.463415,13.85366,3.9581885,8.556471,12.140244,47.13354,756.70984,3.463415,13.85366,5.937283,8.981376,13.439158,55.773598,780.5432,4.947736,19.790943,1.9790943,8.01573,10.475782,37.937473,655.10754
3,12,2,8.210032,11.068563,41.277847,715.7833,3.5,14,4,8.556593,12.14062,47.1357,756.7194,3.5,14,6,8.981563,13.439728,55.77802,780.5507,5,20,2,8.015774,10.475913,37.938236,655.1322
5.052264,19.198603,3.0313585,8.223783,11.1112995,41.513607,718.21936,4.0418115,16.167246,4.0418115,8.553435,12.130901,47.079987,756.4707,5.052264,20.209057,2.0209057,8.859024,13.066997,53.02013,775.18774,5.052264,20.209057,2.0209057,8.015798,10.475985,37.93865,655.14557
5.1039557,19.395033,3.0623736,8.239827,11.161144,41.80712,721.1392,4.0831647,16.332659,4.0831647,8.518894,12.024526,46.477203,753.6493,5.1039557,20.415823,2.0415823,8.34199,11.478015,43.507885,735.4979,5.1039557,20.415823,2.0415823,8.015801,10.475997,37.93872,655.14777
5.1545086,19.587133,3.0927052,8.207726,11.061393,41.280605,715.86414,4.1236067,16.494427,4.1236067,8.480655,11.906632,45.823795,750.2918,5.1545086,20.618032,2.0618033,8.107977,10.75368,39.53258,692.60846,5.1545086,20.618032,2.0618033,8.015786,10.475952,37.93846,655.1392
5.203368,19.772799,3.1220212,8.1853075,10.991688,40.90597,711.8032,4.1626945,16.650778,4.1626945,8.461979,11.849006,45.50982,748.5539,5.203368,20.813473,2.0813472,8.041507,10.55279,38.385,668.2179,5.203368,20.813473,2.0813472,8.015753,10.475853,37.93788,655.1203
5.25,19.95,3.15,8.176185,10.963366,40.752655,710.06055,4.2,16.8,4.2,8.455096,11.827759,45.394928,747.896,5.25,21,2.1,8.022911,10.497186,38.06229,659.0418,5.25,21,2.1,8.015702,10.475701,37.936996,655.09155
5.2938924,20.116793,3.1763356,8.173024,10.953568,40.6994,709.4288,4.235114,16.940456,4.235114,8.452771,11.820581,45.356224,747.67163,5.2938924,21.175571,2.117557,8.017637,10.481464,37.97064,656.17566,5.2938924,21.175571,2.117557,8.0156355,10.475501,37.93583,655.05347
5.334565,20.271349,3.2007391,8.17196,10.95027,40.681423,709.2126,4.2676525,17.07061,4.2676525,8.451922,11.817961,45.342102,747.5894,5.334565,21.338263,2.1338263,8.016103,10.476895,37.94397,655.31744,5.334565,21.338263,2.1338263,8.0155525,10.475256,37.934395,655.0067
5.371572,20.411974,3.2229433,8.17154,10.94897,40.674313,709.1266,4.297258,17.189032,4.297258,8.451497,11.816648,45.33503,747.54816,5.371572,21.48629,2.148629,8.015606,10.475415,37.935326,655.0369,5.371572,21.48629,2.148629,8.015456,10.474968,37.932716,654.95197
5.4045086,20.537132,3.242705,8.171297,10.948217,40.670174,709.0764,4.323607,17.294428,4.323607,8.451173,11.815645,45.329636,747.5166,5.4045086,21.618034,2.1618035,8.015388,10.474764,37.931522,654.91296,5.4045086,21.618034,2.1618035,8.015347,10.474643,37.930813,654.8899
5.4330125,20.645449,3.2598076,8.171091,10.947581,40.666664,709.0339,4.3464103,17.385641,4.3464103,8.450856,11.81467,45.324383,747.4859,5.4330125,21.73205,2.1732051,8.015237,10.474315,37.9289,654.82745,5.4330125,21.73205,2.1732051,8.015225,10.474282,37.928707,654.8212
5.456773,20.735737,3.2740636,8.170885,10.946943,40.66314,708.99115,4.3654184,17.461674,4.3654184,8.450525,11.813648,45.318882,747.45374,5.456773,21.827091,2.1827092,8.015098,10.473901,37.92648,654.7484,5.456773,21.827091,2.1827092,8.015095,10.473892,37.92643,654.7467
5.475528,20.807007,3.285317,8.17067,10.946275,40.659447,708.94635,4.3804226,17.52169,4.3804226,8.450175,11.812567,45.313065,747.4196,5.475528,21.902111,2.1902113,8.0149555,10.473477,37.924007,654.66754,5.475528,21.902111,2.1902113,8.014955,10.4734745,37.923992,654.66705
5.4890738,20.858479,3.2934442,8.170444,10.945575,40.655575,708.89935,4.391259,17.565035,4.391259,8.449808,11.811431,45.306953,747.3838,5.4890738,21.956295,2.1956296,8.014807,10.473036,37.921432,654.5832,5.4890738,21.956295,2.1956296,8.014807,10.473036,37.92143,654.58307
5.497261,20.889591,3.2983568,8.170208,10.944845,40.651546,708.8504,4.3978086,17.591234,4.3978086,8.449425,11.810249,45.300594,747.3465,5.497261,21.989044,2.1989043,8.014653,10.472578,37.918755,654.4955,5.497261,21.989044,2.1989043,8.014653,10.472578,37.918755,654.4954
5.5,20.9,3.3,8.169966,10.944094,40.647392,708.79987,4.4,17.6,4.4,8.44903,11.80903,45.29404,747.308,5.5,22,2.2,8.014495,10.472106,37.915997,654.4049,5.5,22,2.2,8.014495,10.472106,37.915997,654.4049
5.497261,20.889591,3.2983568,8.169717,10.943326,40.643143,708.74817,4.3978086,17.591234,4.3978086,8.4486265,11.807785,45.287346,747.2687,5.497261,21.989044,2.1989043,8.014333,10.471623,37.913174,654.31226,5.497261,21.989044,2.1989043,8.014333,10.471623,37.913174,654.31226
5.4890738,20.858479,3.2934442,8.169466,10.942547,40.63884,708.69574,4.391259,17.565035,4.391259,8.448218,11.806523,45.280563,747.22876,5.4890738,21.956295,2.1956296,8.014168,10.471134,37.910316,654.2182,5.4890738,21.956295,2.1956296,8.014168,10.471134,37.910316,654.2182
5.475528,20.807007,3.285317,8.169213,10.941765,40.634514,708.64294,4.3804226,17.52169,4.3804226,8.447807,11.805255,45.273746,747.1886,5.475528,21.902111,2.1902113,8.014003,10.470642,37.907444,654.12354,5.475528,21.902111,2.1902113,8.014003,10.470642,37.907444,654.12354
5.456773,20.735737,3.2740636,8.168961,10.940985,40.630196,708.5902,4.3654184,17.461674,4.3654184,8.447398,11.80399,45.266953,747.14856,5.456773,21.827091,2.1827092,8.013838,10.470152,37.90458,654.029,5.456773,21.827091,2.1827092,8.013838,10.470152,37.90458,654.029
5.4330125,20.645449,3.2598076,8.168712,10.940213,40.625927,708.5381,4.3464103,17.385641,4.3464103,8.446993,11.80274,45.26024,747.10895,5.4330125,21.73205,2.1732051,8.013675,10.4696665,37.90174,653.9353,5.4330125,21.73205,2.1732051,8.013675,10.4696665,37.90174,653.9353
5.4045086,20.537132,3.242705,8.168467,10.939456,40.621742,708.4868,4.323607,17.294428,4.323607,8.446596,11.801515,45.253654,747.07,5.4045086,21.618034,2.1618035,8.013515,10.469191,37.89896,653.8433,5.4045086,21.618034,2.1618035,8.013515,10.469191,37.89896,653.8433
5.371572,20.411974,3.2229433,8.168229,10.938721,40.617672,708.43695,4.297258,17.189032,4.297258,8.44621,11.800323,45.247257,747.03217,5.371572,21.48629,2.148629,8.01336,10.468728,37.896255,653.7537,5.371572,21.48629,2.148629,8.01336,10.468728,37.896255,653.7537
5.334565,20.271349,3.2007391,8.168,10.938012,40.613754,708.38885,4.2676525,17.07061,4.2676525,8.445839,11.799175,45.241096,746.9957,5.334565,21.338263,2.1338263,8.01321,10.468283,37.893654,653.66736,5.334565,21.338263,2.1338263,8.01321,10.468283,37.893654,653.66736
5.2938924,20.116793,3.1763356,8.167783,10.937337,40.61002,708.3431,4.235114,16.940456,4.235114,8.445485,11.798083,45.235237,746.961,5.2938924,21.175571,2.117557,8.013067,10.467858,37.89117,653.585,5.2938924,21.175571,2.117557,8.013067,10.467858,37.89117,653.585
5.25,19.95,3.15,8.167578,10.936703,40.60651,708.2999,4.2,16.8,4.2,8.445152,11.797056,45.229725,746.92834,5.25,21,2.1,8.012933,10.467459,37.888836,653.50745,5.25,21,2.1,8.012933,10.467459,37.888836,653.50745
5.203368,19.772799,3.1220212,8.167387,10.936114,40.603252,708.2599,4.1626945,16.650778,4.1626945,8.444844,11.796104,45.22462,746.8981,5.203368,20.813473,2.0813472,8.012809,10.467088,37.88667,653.4354,5.203368,20.813473,2.0813472,8.012809,10.467088,37.88667,653.4354
5.1545086,19.587133,3.0927052,8.167214,10.935579,40.600292,708.22345,4.1236067,16.494427,4.1236067,8.444564,11.7952385,45.21998,746.87054,5.1545086,20.618032,2.0618033,8.012695,10.466751,37.8847,653.36975,5.1545086,20.618032,2.0618033,8.012695,10.466751,37.8847,653.3698
5.1039557,19.395033,3.0623736,8.16706,10.935102,40.597652,708.191,4.0831647,16.332659,4.0831647,8.444314,11.794468,45.215847,746.846,5.1039557,20.415823,2.0415823,8.012594,10.466451,37.882942,653.3113,5.1039557,20.415823,2.0415823,8.012594,10.466451,37.882942,653.3113
5.052264,19.198603,3.0313585,8.166927,10.93469,40.595375,708.1629,4.0418115,16.167246,4.0418115,8.444098,11.793803,45.21228,746.8248,5.052264,20.209057,2.0209057,8.012507,10.466191,37.881424,653.2607,5.052264,20.209057,2.0209057,8.012507,10.466191,37.881424,653.2607
5,19,3,8.166817,10.934349,40.593487,708.13965,4,16,4,8.443921,11.793253,45.20933,746.8073,5,20,2,8.012435,10.465976,37.880165,653.21875,5,20,2,8.012435,10.465976,37.880165,653.21875
4.947736,18.801395,2.9686415,8.166731,10.934085,40.59202,708.1216,3.9581885,15.832755,3.9581885,8.443783,11.792827,45.207047,746.7937,4.947736,19.790943,1.9790943,8.012379,10.465808,37.87919,653.1861,4.947736,19.790943,1.9790943,8.012379,10.465808,37.87919,653.1861
4.896044,18.604969,2.9376266,8.166672,10.933901,40.591003,708.1091,3.9168353,15.66734,3.9168353,8.443687,11.792532,45.205467,746.78436,4.896044,19.584177,1.9584177,8.01234,10.465692,37.878506,653.16345,4.896044,19.584177,1.9584177,8.01234,10.465692,37.878506,653.16345
4.8454914,18.412867,2.907295,8.16664,10.933803,40.590458,708.1025,3.8763928,15.505572,3.8763928,8.443637,11.7923765,45.20463,746.7794,4.8454914,19.381966,1.9381964,8.012319,10.465629,37.87814,653.1513,4.8454914,19.381966,1.9381964,8.012319,10.465629,37.87814,653.1513
4.796632,18.227201,2.877979,8.166637,10.933794,40.590412,708.1019,3.837305,15.349221,3.837305,8.443634,11.792366,45.20458,746.7792,4.796632,19.186527,1.9186527,8.012316,10.465623,37.8781,653.15015,4.796632,19.186527,1.9186527,8.012316,10.465623,37.8781,653.15015
4.75,18.05,2.8500001,8.166664,10.933878,40.590878,708.1077,3.7999997,15.199999,3.7999997,8.443679,11.792506,45.205326,746.7837,4.75,19,1.9,8.012334,10.465674,37.878403,653.16034,4.75,19,1.9,8.012334,10.465674,37.878403,653.16034
4.7061076,17.883207,2.8236644,8.166722,10.934056,40.59186,708.11993,3.7648861,15.059545,3.7648861,8.443773,11.792799,45.206898,746.7931,4.7061076,18.82443,1.8824431,8.012371,10.465785,37.87905,653.1821,4.7061076,18.82443,1.8824431,8.012371,10.465785,37.87905,653.1821
4.665435,17.728653,2.7992609,8.16681,10.93433,40.593376,708.13873,3.732348,14.929391,3.732348,8.443918,11.793246,45.209293,746.8074,4.665435,18.66174,1.866174,8.012428,10.465956,37.88005,653.21564,4.665435,18.66174,1.866174,8.012428,10.465956,37.88005,653.21564
4.6284275,17.588024,2.7770565,8.166929,10.934697,40.59541,708.1639,3.702742,14.810968,3.702742,8.444113,11.793846,45.21251,746.8266,4.6284275,18.51371,1.851371,8.012506,10.466187,37.881397,653.2607,4.6284275,18.51371,1.851371,8.012506,10.466187,37.881397,653.2607
4.5954914,17.462868,2.757295,8.167078,10.935158,40.59796,708.1954,3.676393,14.705573,3.676393,8.444356,11.794597,45.216534,746.8506,4.5954914,18.381966,1.8381968,8.012603,10.466475,37.883083,653.3171,4.5954914,18.381966,1.8381968,8.012603,10.466475,37.883083,653.3171
4.5669875,17.354551,2.7401922,8.167255,10.935707,40.601,708.2329,3.65359,14.61436,3.65359,8.444646,11.795491,45.221333,746.87915,4.5669875,18.267948,1.826795,8.012718,10.466819,37.885098,653.3844,4.5669875,18.267948,1.826795,8.012718,10.466819,37.885098,653.3844
4.543227,17.264263,2.7259364,8.16746,10.936341,40.604507,708.2762,3.6345816,14.538326,3.6345816,8.44498,11.796522,45.22686,746.91205,4.543227,18.17291,1.8172908,8.012852,10.4672165,37.88742,653.46185,4.543227,18.17291,1.8172908,8.012852,10.4672165,37.88742,653.46185
4.5244718,17.192993,2.714683,8.16769,10.937052,40.608444,708.3246,3.6195774,14.47831,3.6195774,8.4453535,11.797677,45.233063,746.94885,4.5244718,18.097887,1.8097887,8.013001,10.467663,37.89003,653.5487,4.5244718,18.097887,1.8097887,8.013001,10.467663,37.89003,653.5487
4.510926,17.14152,2.7065556,8.167942,10.937832,40.61276,708.3777,3.6087408,14.434963,3.6087408,8.445764,11.798944,45.23986,746.9892,4.510926,18.043703,1.8043704,8.013166,10.468152,37.89289,653.64386,4.510926,18.043703,1.8043704,8.013166,10.468152,37.89289,653.64386
4.5027394,17.110407,2.7016435,8.168214,10.938671,40.6174,708.4347,3.6021912,14.408765,3.6021912,8.446205,11.800307,45.247173,747.03253,4.5027394,18.010956,1.8010956,8.013343,10.468678,37.89597,653.7461,4.5027394,18.010956,1.8010956,8.013343,10.468678,37.89597,653.7461
4.5,17.1,2.7,8.1685,10.939559,40.62231,708.4949,3.6,14.4,3.6,8.4466715,11.801747,45.254906,747.0783,4.5,18,1.8,8.013531,10.469236,37.899227,653.85406,4.5,18,1.8,8.013531,10.469236,37.899227,653.85406
4.5027394,17.110407,2.7016435,8.168798,10.940481,40.627415,708.5574,3.6021912,14.408765,3.6021912,8.447156,11.803245,45.262947,747.1258,4.5027394,18.010956,1.8010956,8.013725,10.469816,37.902615,653.9661,4.5027394,18.010956,1.8010956,8.013725,10.469816,37.902615,653.9661
4.510926,17.14152,2.7065556,8.169104,10.941427,40.632645,708.62134,3.6087408,14.434963,3.6087408,8.447653,11.804778,45.271183,747.17444,4.510926,18.043703,1.8043704,8.013925,10.47041,37.906086,654.0808,4.510926,18.043703,1.8043704,8.013925,10.47041,37.906086,654.0808
4.5244718,17.192993,2.714683,8.169413,10.942382,40.637924,708.6857,3.6195774,14.47831,3.6195774,8.448154,11.806325,45.2795,747.2234,4.5244718,18.097887,1.8097887,8.014127,10.47101,37.90959,654.1964,4.5244718,18.097887,1.8097887,8.014127,10.47101,37.90959,654.1964
4.543227,17.264263,2.7259364,8.16972,10.943332,40.643177,708.74976,3.6345816,14.538326,3.6345816,8.448652,11.807864,45.287773,747.2721,4.543227,18.17291,1.8172908,8.014327,10.471607,37.913082,654.3112,4.543227,18.17291,1.8172908,8.014327,10.471607,37.913082,654.3112
4.5669875,17.354551,2.7401922,8.17002,10.944263,40.648327,708.8124,3.65359,14.61436,3.65359,8.449141,11.809372,45.29588,747.3197,4.5669875,18.267948,1.826795,8.0145235,10.472193,37.916504,654.4235,4.5669875,18.267948,1.826795,8.0145235,10.472193,37.916504,654.4235
4.5954914,17.462868,2.757295,8.17031,10.945163,40.653297,708.8728,3.676393,14.705573,3.676393,8.449613,11.810828,45.30371,747.3656,4.5954914,18.381966,1.8381968,8.014713,10.472758,37.919807,654.53186,4.5954914,18.381966,1.8381968,8.014713,10.472758,37.919807,654.53186
4.6284275,17.588024,2.7770565,8.170587,10.946017,40.658024,708.93005,3.702742,14.810968,3.702742,8.45006,11.812211,45.31115,747.4092,4.6284275,18.51371,1.851371,8.0148945,10.473296,37.922947,654.63464,4.6284275,18.51371,1.851371,8.0148945,10.473296,37.922947,654.63464
4.665435,17.728653,2.7992609,8.170844,10.9468155,40.662437,708.9835,3.732348,14.929391,3.732348,8.450479,11.813502,45.318096,747.4498,4.665435,18.66174,1.866174,8.015063,10.473799,37.925884,654.7306,4.665435,18.66174,1.866174,8.015063,10.473799,37.925884,654.7306
4.7061076,17.883207,2.8236644,8.171081,10.947548,40.666485,709.03253,3.7648861,15.059545,3.7648861,8.450862,11.814686,45.32447,747.48706,4.7061076,18.82443,1.8824431,8.015218,10.474259,37.928577,654.8184,4.7061076,18.82443,1.8824431,8.015218,10.474259,37.928577,654.8184
4.75,18.05,2.8500001,8.171293,10.948206,40.670116,709.0764,3.7999997,15.199999,3.7999997,8.451206,11.815748,45.33019,747.52045,4.75,19,1.9,8.015357,10.474673,37.930992,654.89716,4.75,19,1.9,8.015357,10.474673,37.930992,654.89716
4.796632,18.227201,2.877979,8.171479,10.948781,40.673298,709.11475,3.837305,15.349221,3.837305,8.451507,11.816676,45.335186,747.5496,4.796632,19.186527,1.9186527,8.015479,10.475036,37.93311,654.966,4.796632,19.186527,1.9186527,8.015479,10.475036,37.93311,654.966
4.8454914,18.412867,2.907295,8.171637,10.949268,40.675987,709.1472,3.8763928,15.505572,3.8763928,8.451761,11.817462,45.339417,747.5742,4.8454914,19.381966,1.9381964,8.015582,10.475343,37.934902,655.0243,4.8454914,19.381966,1.9381964,8.015582,10.475343,37.934902,655.0243
4.896044,18.604969,2.9376266,8.171763,10.949663,40.678173,709.1735,3.9168353,15.66734,3.9168353,8.451967,11.818099,45.342846,747.5942,4.896044,19.584177,1.9584177,8.015666,10.475593,37.93636,655.07153,4.896044,19.584177,1.9584177,8.015666,10.475593,37.93636,655.07153
4.947736,18.801395,2.9686415,8.171861,10.949965,40.679836,709.1935,3.9581885,15.832755,3.9581885,8.452124,11.8185835,45.345455,747.6093,4.947736,19.790943,1.9790943,8.01573,10.475782,37.937473,655.10754,4.947736,19.790943,1.9790943,8.01573,10.475782,37.937473,655.10754
5,19,3,8.171927,10.9501705,40.680977,709.20715,4,16,4,8.45223,11.8189125,45.347233,747.6196,5,20,2,8.015774,10.475913,37.938236,655.1322,5,20,2,8.015774,10.475913,37.938236,655.1322
5.052264,18.188152,2.0209057,8.158157,10.90759,40.446487,706.28827,3.5365849,14.146339,4.0418115,8.454689,11.826501,45.38814,747.8571,3.0313585,18.188152,2.0209057,8.017477,10.4809885,37.961655,655.8545,5.052264,20.209057,4.0418115,8.0395,10.546779,38.350216,667.29114
5.1039557,18.37424,2.0415823,8.091106,10.702375,39.308228,688.80286,3.572769,14.291077,4.0831647,8.482864,11.913448,45.861164,750.49396,3.0623736,18.37424,2.0415823,8.040757,10.550543,38.28447,665.1,5.1039557,20.415823,4.0831647,8.165603,10.9305935,40.520412,707.1369
5.1545086,18.55623,2.0618033,8.048488,10.57373,38.589115,673.71655,3.6081557,14.432623,4.1236067,8.521118,12.031376,46.51563,753.8375,3.0927052,18.55623,2.0618033,8.077884,10.662313,38.801266,677.5711,5.1545086,20.618032,4.1236067,8.258569,11.219339,42.10135,723.87915
5.203368,18.732124,2.0813472,8.033958,10.530187,38.34699,667.6175,3.6423576,14.56943,4.1626945,8.543464,12.100202,46.9047,755.67584,3.1220212,18.732124,2.0813472,8.102406,10.736713,39.142384,684.57263,5.203368,20.813473,4.1626945,8.292872,11.32578,42.68097,728.9694
5.25,18.9,2.1,8.029791,10.517729,38.278538,665.78046,3.6750002,14.700001,4.2,8.552225,12.127175,47.05865,756.375,3.15,18.9,2.1,8.11279,10.768357,39.28668,687.2966,5.25,21,4.2,8.30287,11.356782,42.84953,730.36664
5.2938924,19.058014,2.117557,8.028615,10.514214,38.259396,665.2568,3.7057247,14.822899,4.235114,8.554958,12.135587,47.106834,756.59064,3.1763356,19.058014,2.117557,8.116228,10.778855,39.334213,688.1688,5.2938924,21.175571,4.235114,8.305506,11.364955,42.89395,730.729
5.334565,19.204435,2.1338263,8.028237,10.513085,38.25322,665.08624,3.7341957,14.936783,4.2676525,8.555597,12.137554,47.118114,756.64087,3.2007391,19.204435,2.1338263,8.1171665,10.78172,39.34685,688.40015,5.334565,21.338263,4.2676525,8.3060875,11.366759,42.903755,730.80865
5.371572,19.33766,2.148629,8.02806,10.512557,38.25025,665.0036,3.7601006,15.040404,4.297258,8.555571,12.137471,47.117638,756.63873,3.2229433,19.33766,2.148629,8.117323,10.782199,39.348576,688.4323,5.371572,21.48629,4.297258,8.306096,11.366784,42.90389,730.80975
