AFR_T,LFR_T,BFR_T,D5_T,D10_T,D50_T,D90_T,AFR_V1,LFR_V1,BFR_V1,D5_V1,D10_V1,D50_V1,D90_V1,AFR_V2,LFR_V2,BFR_V2,D5_V2,D10_V2,D50_V2,D90_V2,AFR_V3,LFR_V3,BFR_V3,D5_V3,D10_V3,D50_V3,D90_V3
3.1220212,12.488084,4.1626945,8.668695,12.485324,49.269203,764.96136,3.1220212,12.488084,2.0813472,8.193326,11.016622,40.993454,712.7122,3.1220212,10.406736,2.0813472,8.227713,11.123513,41.696712,720.1983,4.683031,18.732124,5.203368,8.535316,12.075215,46.81149,755.2427
3.15,12.6,4.2,8.686688,12.540312,49.554535,765.894,3.15,12.6,2.1,8.203985,11.049767,41.174973,714.69,3.15,10.5,2.1,8.242735,11.170187,42.008396,723.2274,4.725,18.9,5.25,8.533905,12.070797,46.75292,754.9616
3.1763356,12.705342,4.235114,8.693359,12.560689,49.662823,766.2437,3.1763356,12.705342,2.117557,8.207956,11.062113,41.242546,715.4101,3.1763356,10.587786,2.117557,8.24825,11.187317,42.122494,724.29254,4.7645035,19.058014,5.2938924,8.533318,12.068967,46.73189,754.86414
3.2007391,12.802957,4.2676525,8.695222,12.566376,49.692654,766.3416,3.2007391,12.802957,2.1338263,8.2091255,11.065746,41.262436,715.62036,3.2007391,10.669131,2.1338263,8.249915,11.19249,42.157116,724.6091,4.801109,19.204435,5.334565,8.532911,12.067708,46.7216,754.81824
3.2229433,12.891773,4.297258,8.695477,12.567149,49.69584,766.3537,3.2229433,12.891773,2.148629,8.209352,11.066447,41.26627,715.66077,3.2229433,10.743145,2.148629,8.250302,11.193692,42.165512,724.684,4.834415,19.33766,5.371572,8.532549,12.06659,46.71438,754.786
3.242705,12.970819,4.323607,8.695242,12.566429,49.69085,766.3389,3.242705,12.970819,2.1618035,8.209279,11.066224,41.26505,715.64777,3.242705,10.809017,2.1618035,8.250281,11.193626,42.16565,724.68414,4.864058,19.456232,5.4045086,8.532195,12.065499,46.70796,754.7568
3.2598076,13.03923,4.3464103,8.694856,12.565246,49.683292,766.3154,3.2598076,13.03923,2.1732051,8.209109,11.065697,41.262157,715.61725,3.2598076,10.866025,2.1732051,8.25012,11.193127,42.16304,724.65985,4.8897114,19.558846,5.4330125,8.531833,12.064384,46.701588,754.7272
3.2740636,13.096254,4.3654184,8.694412,12.563886,49.674725,766.2883,3.2740636,13.096254,2.1827092,8.208901,11.065047,41.25861,715.5797,3.2740636,10.913546,2.1827092,8.249903,11.192451,42.15936,724.62616,4.9110956,19.64438,5.456773,8.531456,12.063223,46.695004,754.6963
3.285317,13.141268,4.3804226,8.693936,12.5624275,49.66557,766.25916,3.285317,13.141268,2.1902113,8.208672,11.064335,41.254707,715.53845,3.285317,10.951056,2.1902113,8.249656,11.191684,42.15515,724.5878,4.927975,19.7119,5.475528,8.53106,12.062006,46.688126,754.66376
3.2934442,13.173777,4.391259,8.693437,12.560896,49.65596,766.22845,3.2934442,13.173777,2.1956296,8.208428,11.063579,41.25057,715.4946,3.2934442,10.9781475,2.1956296,8.249391,11.190859,42.15062,724.54663,4.9401665,19.760666,5.4890738,8.530648,12.060735,46.680946,754.62976
3.2983568,13.193426,4.3978086,8.692917,12.559305,49.645985,766.1965,3.2983568,13.193426,2.1989043,8.208175,11.062789,41.24625,715.44885,3.2983568,10.994522,2.1989043,8.249111,11.189993,42.145863,724.5035,4.9475346,19.79014,5.497261,8.53022,12.059416,46.673496,754.5944
3.3,13.2,4.4,8.692383,12.557667,49.63572,766.1636,3.3,13.2,2.2,8.207912,11.061975,41.24179,715.4016,3.3,11,2.2,8.248823,11.189098,42.14094,724.45874,4.95,19.8,5.5,8.5297785,12.058058,46.665833,754.55804
3.2983568,13.193426,4.3978086,8.691836,12.555993,49.625237,766.1299,3.2983568,13.193426,2.1989043,8.207644,11.061142,41.237236,715.35333,3.2983568,10.994522,2.1989043,8.2485285,11.188183,42.135906,724.413,4.9475346,19.79014,5.497261,8.529328,12.056671,46.65801,754.5208
3.2934442,13.173777,4.391259,8.691284,12.554299,49.614628,766.09576,3.2934442,13.173777,2.1956296,8.207374,11.060298,41.23262,715.3043,3.2934442,10.9781475,2.1956296,8.24823,11.187255,42.130806,724.36664,4.9401665,19.760666,5.4890738,8.5288725,12.055267,46.650085,754.4831
3.285317,13.141268,4.3804226,8.690728,12.552597,49.603973,766.06146,3.285317,13.141268,2.1902113,8.207101,11.05945,41.227978,715.255,3.285317,10.951056,2.1902113,8.24793,11.186322,42.125675,724.31995,4.927975,19.7119,5.475528,8.528415,12.053856,46.642128,754.4451
3.2740636,13.096254,4.3654184,8.690175,12.5509,49.593357,766.0272,3.2740636,13.096254,2.1827092,8.206828,11.058604,41.22335,715.2058,3.2740636,10.913546,2.1827092,8.24763,11.185392,42.12056,724.2734,4.9110956,19.64438,5.456773,8.527958,12.052449,46.634193,754.4073
3.2598076,13.03923,4.3464103,8.689628,12.549223,49.582863,765.99335,3.2598076,13.03923,2.1732051,8.206559,11.057768,41.218773,715.15717,3.2598076,10.866025,2.1732051,8.247334,11.184472,42.1155,724.2273,4.8897114,19.558846,5.4330125,8.527507,12.051059,46.626354,754.3698
3.242705,12.970819,4.323607,8.689091,12.547578,49.57258,765.96014,3.242705,12.970819,2.1618035,8.206295,11.056948,41.214283,715.1094,3.242705,10.809017,2.1618035,8.247044,11.18357,42.11054,724.18207,4.864058,19.456232,5.4045086,8.527063,12.049695,46.618668,754.33307
3.2229433,12.891773,4.297258,8.688569,12.5459795,49.562588,765.92786,3.2229433,12.891773,2.148629,8.206038,11.05615,41.209915,715.0629,3.2229433,10.743145,2.148629,8.246761,11.182693,42.105713,724.13806,4.834415,19.33766,5.371572,8.526633,12.048369,46.6112,754.2973
3.2007391,12.802957,4.2676525,8.688067,12.544442,49.552975,765.8967,3.2007391,12.802957,2.1338263,8.205791,11.055383,41.205715,715.0181,3.2007391,10.669131,2.1338263,8.246489,11.181849,42.10107,724.0957,4.801109,19.204435,5.334565,8.526219,12.047093,46.60401,754.2629
3.1763356,12.705342,4.235114,8.68759,12.542978,49.54383,765.86707,3.1763356,12.705342,2.117557,8.205557,11.054651,41.20171,714.97546,3.1763356,10.587786,2.117557,8.24623,11.181045,42.09665,724.0553,4.7645035,19.058014,5.2938924,8.5258255,12.045878,46.59717,754.2301
3.15,12.6,4.2,8.68714,12.541601,49.535236,765.8392,3.15,12.6,2.1,8.205336,11.053964,41.197945,714.9353,3.15,10.5,2.1,8.245987,11.180288,42.092487,724.0173,4.725,18.9,5.25,8.5254545,12.044736,46.59074,754.1992
3.1220212,12.488084,4.1626945,8.686725,12.540326,49.527275,765.81335,3.1220212,12.488084,2.0813472,8.205131,11.053326,41.194458,714.8981,3.1220212,10.406736,2.0813472,8.245761,11.179587,42.088634,723.98206,4.683031,18.732124,5.203368,8.525111,12.043678,46.584785,754.1706
3.0927052,12.37082,4.1236067,8.686347,12.539166,49.52004,765.78986,3.0927052,12.37082,2.0618033,8.204944,11.052746,41.19128,714.8642,3.0927052,10.309017,2.0618033,8.245556,11.178949,42.085125,723.94995,4.639058,18.55623,5.1545086,8.524798,12.042715,46.57937,754.1446
3.0623736,12.249495,4.0831647,8.68601,12.538136,49.513603,765.7689,3.0623736,12.249495,2.0415823,8.204778,11.052229,41.188454,714.834,3.0623736,10.2079115,2.0415823,8.245373,11.178382,42.082005,723.92145,4.59356,18.37424,5.1039557,8.52452,12.041859,46.574547,754.1214
3.0313585,12.125434,4.0418115,8.6857195,12.537246,49.508053,765.75085,3.0313585,12.125434,2.0209057,8.204634,11.051783,41.18601,714.8079,3.0313585,10.104528,2.0209057,8.245215,11.177892,42.079308,723.8968,4.547038,18.188152,5.052264,8.524281,12.04112,46.57039,754.1014
3,12,4,8.68548,12.5365095,49.503464,765.73596,3,12,2,8.204515,11.051414,41.183987,714.7863,3,10,2,8.245085,11.177485,42.077076,723.87634,4.5,18,5,8.524082,12.040508,46.56695,754.08484
2.9686415,11.874566,3.9581885,8.685294,12.535941,49.499912,765.7244,2.9686415,11.874566,1.9790943,8.204423,11.0511265,41.18242,714.7696,2.9686415,9.895472,1.9790943,8.244983,11.177171,42.075344,723.86053,4.4529624,17.81185,4.947736,8.523929,12.040035,46.56429,754.072
2.9376266,11.750506,3.9168353,8.685166,12.535548,49.49747,765.7165,2.9376266,11.750506,1.9584177,8.204359,11.050928,41.181328,714.758,2.9376266,9.792088,1.9584177,8.244913,11.176953,42.074146,723.8496,4.40644,17.62576,4.896044,8.523822,12.039708,46.56245,754.06323
2.907295,11.62918,3.8763928,8.6851,12.535343,49.49619,765.71234,2.907295,11.62918,1.9381964,8.204325,11.050822,41.18075,714.7519,2.907295,9.690983,1.9381964,8.244876,11.176837,42.07351,723.8439,4.3609424,17.44377,4.8454914,8.5237665,12.0395355,46.56148,754.0586
2.877979,11.511916,3.837305,8.685096,12.535333,49.496124,765.7122,2.877979,11.511916,1.9186527,8.204322,11.050814,41.180702,714.75146,2.877979,9.593264,1.9186527,8.244873,11.176828,42.07346,723.8435,4.3169684,17.267874,4.796632,8.523763,12.039525,46.561424,754.05835
2.8500001,11.400001,3.7999997,8.685159,12.535524,49.497314,765.7161,2.8500001,11.400001,1.9,8.204351,11.050905,41.181202,714.7569,2.8500001,9.5,1.9,8.244905,11.17693,42.07402,723.8487,4.275,17.1,4.75,8.523813,12.039681,46.5623,754.0626
2.8236644,11.294658,3.7648861,8.685287,12.53592,49.499783,765.72424,2.8236644,11.294658,1.8824431,8.204414,11.051099,41.182262,714.7683,2.8236644,9.412215,1.8824431,8.244974,11.177144,42.0752,723.85956,4.235497,16.941986,4.7061076,8.52392,12.040009,46.56414,754.07153
2.7992609,11.197043,3.732348,8.685484,12.536523,49.503548,765.7366,2.7992609,11.197043,1.866174,8.20451,11.051395,41.18389,714.78577,2.7992609,9.33087,1.866174,8.24508,11.177472,42.077,723.87616,4.198891,16.795567,4.665435,8.524081,12.040506,46.56694,754.0851
2.7770565,11.108226,3.702742,8.685748,12.537333,49.508595,765.75305,2.7770565,11.108226,1.851371,8.204638,11.051795,41.186077,714.80927,2.7770565,9.256855,1.851371,8.245222,11.177912,42.079422,723.89844,4.165585,16.66234,4.6284275,8.524299,12.041176,46.570705,754.1033
2.757295,11.02918,3.676393,8.686078,12.538342,49.514893,765.7736,2.757295,11.02918,1.8381968,8.204799,11.052295,41.188812,714.83856,2.757295,9.190983,1.8381968,8.245399,11.178463,42.08245,723.9263,4.1359425,16.54377,4.5954914,8.5245695,12.042011,46.575405,754.126
2.7401922,10.960769,3.65359,8.68647,12.539546,49.522404,765.7981,2.7401922,10.960769,1.826795,8.20499,11.052892,41.192078,714.87354,2.7401922,9.133974,1.826795,8.24561,11.17912,42.086063,723.9594,4.1102886,16.441154,4.5669875,8.524893,12.043007,46.58101,754.15295
2.7259364,10.903746,3.6345816,8.686922,12.540932,49.531055,765.8263,2.7259364,10.903746,1.8172908,8.205212,11.053579,41.195843,714.9138,2.7259364,9.086455,1.8172908,8.245854,11.179877,42.09023,723.9976,4.0889044,16.355618,4.543227,8.525266,12.044155,46.587467,754.1841
2.714683,10.858732,3.6195774,8.687429,12.542485,49.540756,765.85785,2.714683,10.858732,1.8097887,8.20546,11.054351,41.200066,714.959,2.714683,9.0489435,1.8097887,8.246128,11.180726,42.0949,724.0404,4.0720243,16.288097,4.5244718,8.525683,12.045441,46.594707,754.2189
2.7065556,10.826222,3.6087408,8.687984,12.5441885,49.55139,765.89233,2.7065556,10.826222,1.8043704,8.205732,11.055197,41.204697,715.0084,2.7065556,9.021852,1.8043704,8.246428,11.181658,42.10002,724.0873,4.0598335,16.239334,4.510926,8.526141,12.046851,46.60265,754.257
2.7016435,10.806574,3.6021912,8.688582,12.546019,49.562828,765.92944,2.7016435,10.806574,1.8010956,8.206025,11.056107,41.20968,715.0616,2.7016435,9.005478,1.8010956,8.24675,11.182659,42.10553,724.13763,4.052465,16.20986,4.5027394,8.526633,12.0483675,46.61119,754.29803
2.7,10.8,3.6,8.689213,12.547953,49.574917,765.96857,2.7,10.8,1.8,8.206334,11.057069,41.214943,715.1177,2.7,9,1.8,8.247091,11.183718,42.111355,724.1908,4.05,16.2,4.5,8.527153,12.04997,46.62022,754.34125
2.7016435,10.806574,3.6021912,8.689869,12.549963,49.58749,766.0092,2.7016435,10.806574,1.8010956,8.206656,11.058069,41.22042,715.176,2.7016435,9.005478,1.8010956,8.247446,11.184819,42.11741,724.24603,4.052465,16.20986,4.5027394,8.527694,12.051636,46.629612,754.38617
2.7065556,10.826222,3.6087408,8.69054,12.552022,49.600372,766.0507,2.7065556,10.826222,1.8043704,8.206986,11.059094,41.226032,715.23566,2.7065556,9.021852,1.8043704,8.247808,11.185947,42.12361,724.30255,4.0598335,16.239334,4.510926,8.528248,12.053343,46.63923,754.4321
2.714683,10.858732,3.6195774,8.691218,12.554099,49.613373,766.0926,2.714683,10.858732,1.8097887,8.207319,11.06013,41.231697,715.29584,2.714683,9.0489435,1.8097887,8.248176,11.187086,42.129875,724.3595,4.0720243,16.288097,4.5244718,8.528807,12.055064,46.64894,754.4784
2.7259364,10.903746,3.6345816,8.691892,12.556164,49.626305,766.1342,2.7259364,10.903746,1.8172908,8.20765,11.061159,41.237328,715.3556,2.7259364,9.086455,1.8172908,8.24854,11.188218,42.1361,724.41614,4.0889044,16.355618,4.543227,8.529363,12.056776,46.6586,754.5244
2.7401922,10.960769,3.65359,8.692553,12.5581875,49.63898,766.17487,2.7401922,10.960769,1.826795,8.207974,11.062168,41.24285,715.4141,2.7401922,9.133974,1.826795,8.248898,11.189328,42.142204,724.4715,4.1102886,16.441154,4.5669875,8.529907,12.0584545,46.668068,754.5694
2.757295,11.02918,3.676393,8.69319,12.56014,49.65122,766.2141,2.757295,11.02918,1.8381968,8.208288,11.063143,41.248184,715.4706,2.757295,9.190983,1.8381968,8.249243,11.190399,42.148094,724.52496,4.1359425,16.54377,4.5954914,8.530434,12.060073,46.67721,754.6128
2.7770565,11.108226,3.702742,8.693794,12.561994,49.662846,766.2513,2.7770565,11.108226,1.851371,8.208586,11.064068,41.25325,715.5242,2.7770565,9.256855,1.851371,8.24957,11.191418,42.153694,724.5757,4.165585,16.66234,4.6284275,8.530932,12.061611,46.685898,754.654
2.7992609,11.197043,3.732348,8.69436,12.563725,49.673706,766.286,2.7992609,11.197043,1.866174,8.208864,11.064933,41.257984,715.57416,2.7992609,9.33087,1.866174,8.249876,11.1923685,42.15892,724.623,4.198891,16.795567,4.665435,8.531399,12.063048,46.69401,754.6924
2.8236644,11.294658,3.7648861,8.694877,12.565311,49.683662,766.31775,2.8236644,11.294658,1.8824431,8.209119,11.065726,41.26232,715.61993,2.8236644,9.412215,1.8824431,8.250157,11.19324,42.163715,724.6663,4.235497,16.941986,4.7061076,8.531826,12.064364,46.70145,754.72754
2.8500001,11.400001,3.7999997,8.695341,12.566734,49.69259,766.3462,2.8500001,11.400001,1.9,8.209349,11.066438,41.266216,715.661,2.8500001,9.5,1.9,8.250409,11.194023,42.16802,724.70514,4.275,17.1,4.75,8.532209,12.065545,46.708126,754.7591
2.877979,11.511916,3.837305,8.695746,12.567977,49.700394,766.37103,2.877979,11.511916,1.9186527,8.209548,11.06706,41.269623,715.6969,2.877979,9.593264,1.9186527,8.250629,11.194707,42.17178,724.7391,4.3169684,17.267874,4.796632,8.532545,12.066577,46.71396,754.78656
2.907295,11.62918,3.8763928,8.69609,12.569029,49.706997,766.392,2.907295,11.62918,1.9381964,8.209718,11.067588,41.272507,715.72723,2.907295,9.690983,1.9381964,8.250815,11.195286,42.17496,724.7678,4.3609424,17.44377,4.8454914,8.532828,12.067451,46.7189,754.8099
2.9376266,11.750506,3.9168353,8.696368,12.56988,49.712345,766.409,2.9376266,11.750506,1.9584177,8.209856,11.068015,41.27485,715.75183,2.9376266,9.792088,1.9584177,8.250967,11.195756,42.177544,724.7911,4.40644,17.62576,4.896044,8.533058,12.068158,46.7229,754.8287
2.9686415,11.874566,3.9581885,8.696579,12.570526,49.716408,766.4218,2.9686415,11.874566,1.9790943,8.209961,11.068341,41.27663,715.77057,2.9686415,9.895472,1.9790943,8.251082,11.196114,42.17951,724.8087,4.4529624,17.81185,4.947736,8.533233,12.068696,46.72594,754.84296
3,12,4,8.696722,12.570965,49.719166,766.43054,3,12,2,8.210032,11.068563,41.277847,715.7833,3,10,2,8.251161,11.196357,42.18085,724.82074,4.5,18,5,8.533352,12.069062,46.72801,754.85266
4.0418115,13.135887,6.062717,8.7372055,12.69498,50.51968,768.86066,3.0313585,12.125434,4.0418115,8.249565,11.191384,41.948887,722.46515,3.5365849,14.146339,5.052264,8.310702,11.381132,43.188114,733.23676,4.547038,18.188152,5.052264,8.533415,12.069257,46.729115,754.85785
4.0831647,13.270285,6.1247473,8.892921,13.171085,53.917583,777.1066,3.0623736,12.249495,4.0831647,8.458048,11.83687,45.44413,748.17944,3.572769,14.291077,5.1039557,8.584687,12.227485,47.810017,759.6219,4.59356,18.37424,5.1039557,8.533423,12.069284,46.729267,754.8585
4.1236067,13.401722,6.18541,8.94821,13.3404045,55.35986,779.85095,3.0927052,12.37082,4.1236067,8.6143875,12.318339,48.174305,761.0197,3.6081557,14.432623,5.1545086,8.729564,12.671874,50.443142,768.6398,4.639058,18.55623,5.1545086,8.53338,12.069148,46.7285,754.85486
4.1626945,13.528758,6.2440424,8.948082,13.34052,55.44976,780.01526,3.1220212,12.488084,4.1626945,8.672873,12.497855,49.2634,764.9408,3.6423576,14.56943,5.203368,8.761601,12.7696905,51.024723,770.2745,4.683031,18.732124,5.203368,8.533285,12.068856,46.72685,754.84705
4.2,13.65,6.3,8.943196,13.325822,55.368374,779.8723,3.15,12.6,4.2,8.689976,12.550291,49.589542,766.015,3.6750002,14.700001,5.25,8.766562,12.784774,51.104218,770.4904,4.725,18.9,5.25,8.533141,12.068416,46.724354,754.83527
4.235114,13.764121,6.352671,8.940725,13.31835,55.32091,779.78656,3.1763356,12.705342,4.235114,8.6944895,12.564122,49.6762,766.29333,3.7057247,14.822899,5.2938924,8.76691,12.78581,51.104824,770.49365,4.7645035,19.058014,5.2938924,8.532953,12.067835,46.72107,754.8197
4.2676525,13.86987,6.4014783,8.939649,13.315087,55.29878,779.7456,3.2007391,12.802957,4.2676525,8.695486,12.567178,49.695374,766.35455,3.7341957,14.936783,5.334565,8.766588,12.78482,51.09645,770.4725,4.801109,19.204435,5.334565,8.532722,12.067123,46.71705,754.8007
4.297258,13.966088,6.4458866,8.939036,13.313227,55.285313,779.7205,3.2229433,12.891773,4.297258,8.695501,12.567224,49.695663,766.3554,3.7601006,15.040404,5.371572,8.76618,12.783568,51.08768,770.4496,4.834415,19.33766,5.371572,8.532453,12.066293,46.71235,754.7785
4.323607,14.051722,6.48541,8.938522,13.311663,55.273502,779.69885,3.242705,12.970819,4.323607,8.695222,12.566369,49.6903,766.3383,3.7831562,15.132624,5.4045086,8.765748,12.782247,51.07882,770.426,4.864058,19.456232,5.4045086,8.532147,12.065353,46.70704,754.7534
4.3464103,14.1258335,6.519615,8.937996,13.31006,55.261227,779.67664,3.2598076,13.03923,4.3464103,8.694838,12.565191,49.682907,766.3147,3.8031087,15.212435,5.4330125,8.765291,12.780849,51.069572,770.40106,4.8897114,19.558846,5.4330125,8.531811,12.064316,46.70117,754.72565
4.3654184,14.187609,6.548127,8.937432,13.308341,55.24803,779.65295,3.2740636,13.096254,4.3654184,8.694402,12.563854,49.674515,766.28784,3.819741,15.278964,5.456773,8.764806,12.7793665,51.059795,770.3746,4.9110956,19.64438,5.456773,8.5314455,12.063191,46.69482,754.69556
4.3804226,14.236374,6.570634,8.93683,13.306507,55.23393,779.6277,3.285317,13.141268,4.3804226,8.693931,12.562412,49.665466,766.2589,3.83287,15.33148,5.475528,8.764294,12.7778,51.049477,770.3465,4.927975,19.7119,5.475528,8.531056,12.061992,46.688046,754.66345
4.391259,14.271591,6.5868883,8.936194,13.304571,55.21906,779.6011,3.2934442,13.173777,4.391259,8.693434,12.560888,49.655914,766.22833,3.8423517,15.369406,5.4890738,8.763756,12.776156,51.038654,770.31696,4.9401665,19.760666,5.4890738,8.530646,12.060729,46.680912,754.62964
4.3978086,14.292878,6.5967135,8.935533,13.302554,55.203564,779.5733,3.2983568,13.193426,4.3978086,8.692916,12.559301,49.645966,766.1964,3.8480828,15.392331,5.497261,8.763197,12.774447,51.027412,770.28625,4.9475346,19.79014,5.497261,8.530219,12.059413,46.673485,754.59436
4.4,14.299999,6.6,8.93485,13.300473,55.18759,779.5447,3.3,13.2,4.4,8.692382,12.557665,49.635708,766.1635,3.8500001,15.400001,5.5,8.762622,12.772688,51.015835,770.2546,4.95,19.8,5.5,8.5297785,12.058057,46.66583,754.558
4.3978086,14.292878,6.5967135,8.934153,13.298348,55.171288,779.5154,3.2983568,13.193426,4.3978086,8.691836,12.555993,49.625233,766.1299,3.8480828,15.392331,5.497261,8.762033,12.77089,51.004017,770.2222,4.9475346,19.79014,5.497261,8.529328,12.056671,46.658005,754.5208
4.391259,14.271591,6.5868883,8.933446,13.296195,55.154774,779.4857,3.2934442,13.173777,4.391259,8.691283,12.554299,49.614628,766.09576,3.8423517,15.369406,5.4890738,8.761438,12.76907,50.992054,770.1894,4.9401665,19.760666,5.4890738,8.5288725,12.055267,46.650085,754.4831
4.3804226,14.236374,6.570634,8.932735,13.294031,55.138187,779.4558,3.285317,13.141268,4.3804226,8.690728,12.552597,49.603973,766.06146,3.83287,15.33148,5.475528,8.76084,12.767241,50.980034,770.15643,4.927975,19.7119,5.475528,8.528415,12.053856,46.642128,754.4451
4.3654184,14.187609,6.548127,8.932028,13.291873,55.121666,779.426,3.2740636,13.096254,4.3654184,8.690175,12.5509,49.593357,766.0272,3.819741,15.278964,5.456773,8.760243,12.765417,50.968063,770.12354,4.9110956,19.64438,5.456773,8.527958,12.052449,46.634193,754.4073
4.3464103,14.1258335,6.519615,8.931328,13.289741,55.105343,779.39655,3.2598076,13.03923,4.3464103,8.689628,12.549223,49.582863,765.9934,3.8031087,15.212435,5.4330125,8.759654,12.763614,50.95623,770.09094,4.8897114,19.558846,5.4330125,8.527507,12.051059,46.626354,754.3698
4.323607,14.051722,6.48541,8.930641,13.28765,55.089348,779.3676,3.242705,12.970819,4.323607,8.689091,12.547578,49.57258,765.96014,3.7831562,15.132624,5.4045086,8.759076,12.761847,50.944633,770.05896,4.864058,19.456232,5.4045086,8.527063,12.049695,46.618668,754.33307
4.297258,13.966088,6.4458866,8.9299755,13.28562,55.07382,779.33954,3.2229433,12.891773,4.297258,8.688569,12.5459795,49.562588,765.92786,3.7601006,15.040404,5.371572,8.758514,12.760129,50.93337,770.0279,4.834415,19.33766,5.371572,8.526633,12.048369,46.6112,754.2973
4.2676525,13.86987,6.4014783,8.929334,13.283666,55.058884,779.31244,3.2007391,12.802957,4.2676525,8.688067,12.544441,49.552975,765.8967,3.7341957,14.936783,5.334565,8.757975,12.758476,50.92253,769.998,4.801109,19.204435,5.334565,8.526219,12.047093,46.60401,754.2629
4.235114,13.764121,6.352671,8.928723,13.281805,55.044678,779.2867,3.1763356,12.705342,4.235114,8.68759,12.542977,49.543827,765.86707,3.7057247,14.822899,5.2938924,8.75746,12.756903,50.91222,769.9695,4.7645035,19.058014,5.2938924,8.5258255,12.045878,46.59717,754.2301
4.2,13.65,6.3,8.92815,13.280057,55.03133,779.2624,3.15,12.6,4.2,8.68714,12.541601,49.535233,765.8392,3.6750002,14.700001,5.25,8.756976,12.755424,50.90253,769.9427,4.725,18.9,5.25,8.5254545,12.044736,46.59074,754.1992
4.1626945,13.528758,6.2440424,8.927619,13.278439,55.01898,779.2399,3.1220212,12.488084,4.1626945,8.686725,12.540326,49.52727,765.81335,3.6423576,14.56943,5.203368,8.756528,12.754054,50.89356,769.9178,4.683031,18.732124,5.203368,8.525111,12.043678,46.584785,754.1706
4.1236067,13.401722,6.18541,8.927135,13.276966,55.007744,779.2195,3.0927052,12.37082,4.1236067,8.686346,12.5391655,49.520035,765.78986,3.6081557,14.432623,5.1545086,8.756121,12.752808,50.8854,769.8952,4.639058,18.55623,5.1545086,8.524798,12.042715,46.57937,754.1446
4.0831647,13.270285,6.1247473,8.926706,13.275658,54.99777,779.2013,3.0623736,12.249495,4.0831647,8.68601,12.538135,49.5136,765.7689,3.572769,14.291077,5.1039557,8.755758,12.7517,50.878147,769.87506,4.59356,18.37424,5.1039557,8.52452,12.041859,46.574547,754.1214
4.0418115,13.135887,6.062717,8.926336,13.274529,54.98917,779.1856,3.0313585,12.125434,4.0418115,8.6857195,12.537245,49.50805,765.75085,3.5365849,14.146339,5.052264,8.755446,12.750745,50.871895,769.8577,4.547038,18.188152,5.052264,8.524281,12.04112,46.57039,754.1014
4,13,6,8.92603,13.273598,54.982067,779.17267,3,12,4,8.68548,12.5365095,49.503464,765.73596,3.5,14,5,8.755188,12.749955,50.866726,769.8434,4.5,18,5,8.524082,12.040508,46.56695,754.08484
3.9581885,12.864113,5.937283,8.925794,13.272877,54.976574,779.16266,2.9686415,11.874566,3.9581885,8.685294,12.535941,49.499912,765.7244,3.463415,13.85366,4.947736,8.754989,12.749344,50.862732,769.83234,4.4529624,17.81185,4.947736,8.523929,12.040035,46.56429,754.072
3.9168353,12.729714,5.875253,8.9256315,13.272381,54.9728,779.1558,2.9376266,11.750506,3.9168353,8.685166,12.535548,49.497467,765.7165,3.427231,13.708924,4.896044,8.75485,12.748923,50.859978,769.8247,4.40644,17.62576,4.896044,8.523822,12.039708,46.56245,754.06323
3.8763928,12.598278,5.81459,8.925547,13.272123,54.97084,779.1523,2.907295,11.62918,3.8763928,8.6851,12.535343,49.49619,765.71234,3.391844,13.567376,4.8454914,8.754779,12.748703,50.85854,769.82074,4.3609424,17.44377,4.8454914,8.5237665,12.0395355,46.56148,754.0586
3.837305,12.471242,5.755958,8.925544,13.272114,54.970768,779.15216,2.877979,11.511916,3.837305,8.685096,12.535333,49.496124,765.7122,3.3576422,13.430569,4.796632,8.754775,12.7486925,50.85847,769.82056,4.3169684,17.267874,4.796632,8.523763,12.039525,46.561424,754.05835
3.7999997,12.35,5.7000003,8.925625,13.27236,54.97264,779.15564,2.8500001,11.400001,3.7999997,8.685158,12.535523,49.497314,765.7161,3.325,13.3,4.75,8.754843,12.7488985,50.859818,769.82434,4.275,17.1,4.75,8.523813,12.039681,46.5623,754.0626
3.7648861,12.235879,5.647329,8.925791,13.272868,54.97651,779.1627,2.8236644,11.294658,3.7648861,8.685287,12.53592,49.499786,765.72424,3.294275,13.1771,4.7061076,8.754982,12.749325,50.86261,769.83215,4.235497,16.941986,4.7061076,8.52392,12.040009,46.56414,754.07153
3.732348,12.13013,5.5985217,8.9260435,13.273638,54.982376,779.1735,2.7992609,11.197043,3.732348,8.685484,12.536524,49.503548,765.7366,3.2658043,13.063217,4.665435,8.755195,12.749974,50.866856,769.84406,4.198891,16.795567,4.665435,8.524081,12.040506,46.56694,754.0851
3.702742,12.033912,5.554113,8.926382,13.27467,54.99024,779.1879,2.7770565,11.108226,3.702742,8.685748,12.537333,49.508595,765.75305,3.2398994,12.959598,4.6284275,8.755479,12.750844,50.872543,769.8599,4.165585,16.66234,4.6284275,8.524299,12.041176,46.570705,754.1033
3.676393,11.948278,5.51459,8.926805,13.275958,55.000057,779.2059,2.757295,11.02918,3.676393,8.686078,12.538342,49.514896,765.7736,3.216844,12.867376,4.5954914,8.755834,12.75193,50.879654,769.8797,4.1359425,16.54377,4.5954914,8.5245695,12.042011,46.575405,754.126
